trialIndexGlobal,timestampMs,mouseX,mouseY
36,62703,436,714
36,62820,407,736
36,62927,404,736
37,62937,404,736
37,63053,404,736
37,63170,404,736
37,63270,484,700
37,63387,729,578
37,63487,819,515
37,63588,826,507
37,63704,826,507
37,63820,858,437
37,63920,818,441
37,64037,527,618
37,64153,452,680
37,64255,432,678
37,64370,432,644
37,64454,439,644
38,64471,439,644
38,64587,439,644
38,64687,439,644
38,64803,639,624
38,64903,880,556
38,65020,901,490
38,65121,910,452
38,65237,897,461
38,65354,852,515
38,65470,778,542
38,65570,686,350
38,65670,678,338
38,65787,669,341
38,65898,646,333
39,65903,646,333
39,66004,646,333
39,66121,646,333
39,66237,646,333
39,66353,716,372
39,66470,784,405
39,66570,813,424
39,66670,845,486
39,66787,830,530
39,66887,800,555
39,66987,836,546
39,67103,940,544
39,67204,947,546
39,67320,973,540
39,67354,974,540
40,67436,974,540
40,67537,974,540
40,67638,974,540
40,67754,974,540
40,67871,974,540
40,67988,974,540
40,68088,966,540
40,68203,742,492
40,68304,744,488
40,68404,798,448
40,68521,692,497
40,68637,617,486
40,68738,595,320
40,68853,647,484
40,68953,562,736
40,69054,490,747
40,69154,467,738
40,69270,431,716
40,69326,424,714
41,74121,832,677
41,74237,832,677
41,74353,832,677
41,74453,832,677
41,74553,832,677
41,74655,832,620
41,74770,832,520
41,74871,834,513
41,74971,845,489
41,75087,850,478
41,75203,867,471
41,75320,913,472
41,75421,967,476
41,75537,1121,407
41,75638,1161,348
41,75753,1165,344
41,75855,1165,344
41,75971,1165,344
41,76071,1165,344
41,76171,1180,342
41,76286,1194,342
41,76387,1202,340
41,76487,1203,339
41,76524,1203,339
42,76604,1203,339
42,76720,1203,339
42,76821,1203,339
42,76921,1203,339
42,77037,1203,339
42,77153,1138,355
42,77254,1096,348
42,77354,1096,348
42,77470,1096,348
42,77571,1085,354
42,77687,960,336
42,77787,802,363
42,77903,786,363
42,78004,861,348
42,78105,931,354
42,78221,1071,416
42,78321,1138,436
42,78437,1160,440
42,78554,1143,440
42,78671,1058,501
42,78786,948,564
42,78887,1245,453
42,78987,1286,456
42,79103,1299,448
42,79204,1257,434
42,79321,1236,443
42,79341,1236,443
43,79437,1236,443
43,79537,1236,443
43,79637,1236,443
43,79754,1132,466
43,79870,944,444
43,79988,940,441
43,80103,914,422
43,80203,876,404
43,80304,874,404
43,80421,882,406
43,80521,925,404
43,80636,774,439
43,80737,744,437
43,80854,803,437
43,80970,922,467
43,81071,948,487
43,81171,1040,439
43,81287,1162,418
43,81404,1203,422
43,81504,1014,475
43,81621,764,513
43,81721,674,515
43,81837,539,406
43,81937,534,394
43,82053,534,394
43,82153,473,260
43,82254,471,248
43,82370,470,248
43,82427,462,246
44,82470,462,246
44,82586,462,246
44,82688,462,246
44,82804,462,246
44,82904,462,246
44,83020,657,297
44,83120,771,340
44,83220,774,341
44,83337,774,341
44,83437,812,348
44,83553,935,394
44,83654,912,419
44,83770,902,422
44,83871,714,423
44,83987,656,415
44,84087,798,416
44,84187,1020,420
44,84304,1116,408
44,84420,1160,444
44,84521,1144,511
44,84637,1142,534
44,84754,925,566
44,84854,790,596
44,84970,671,659
44,85090,666,661
44,85204,666,661
44,85320,742,653
44,85422,777,676
44,85537,810,679
44,85653,820,684
44,85753,832,697
44,85854,832,697
44,85954,832,697
44,86070,832,697
44,86170,832,697
44,86271,832,697
44,86387,832,697
44,86487,832,697
44,86603,832,697
44,86703,832,697
44,86804,832,697
44,86920,832,697
44,87020,842,707
44,87137,844,708
44,87153,844,708
45,87237,844,708
45,87337,844,708
45,87453,844,708
45,87554,844,708
45,87670,844,708
45,87787,844,708
45,87903,844,708
45,88003,844,570
45,88104,840,526
45,88204,818,487
45,88320,805,470
45,88421,805,476
45,88536,804,483
45,88636,825,464
45,88737,838,316
45,88854,817,281
45,88954,802,272
45,89054,792,258
45,89171,792,258
45,89216,792,258
46,89271,792,258
46,89387,792,258
46,89504,792,258
46,89604,792,258
46,89720,792,258
46,89821,792,258
46,89921,792,258
46,90037,792,258
46,90153,792,258
